NODE,SUB_NODE,term,description,term_source,source_ref,  source_url,knowledge_links_URL,knowledge_links_Label,Synonyme,Synonyme_2
Unit,,megabasepair,Mb,EXTERNAL,UO,http://purl.obolibrary.org/obo/UO_0000329,,,,
Unit,,mass volume percentage,(w/v),EXTERNAL,UO,http://purl.obolibrary.org/obo/UO_0000164,,,,
Unit,,parasites per microgram,parasites/µL,EXTERNAL,UO,http://purl.org/twc/HHEAR_00019,,,,
Unit,,base pair,bp,EXTERNAL,UO,http://purl.obolibrary.org/obo/UO_0000244,https://en.wikipedia.org/wiki/Base_pair,Wikipedia,,
Unit,,pascal second,Pas,EXTERNAL,UO,http://purl.obolibrary.org/obo/UO_0000257,https://en.wikipedia.org/wiki/Viscosity,Wikipedia,,
Unit,,turns per second,1/s,EXTERNAL,UO,http://purl.obolibrary.org/obo/UO_0000092,,,,
Unit,,micrometer,µm,EXTERNAL,UO,http://purl.obolibrary.org/obo/UO_0000017,https://en.wikipedia.org/wiki/Micrometer,Wikipedia,,
Unit,,parts per quadrillion,ppq,EXTERNAL,UO,http://purl.obolibrary.org/obo/UO_0000172,https://en.wikipedia.org/wiki/Parts-per_notation,Wikipedia,,
Unit,,millimole per liter,mmol/L,EXTERNAL,UO,http://purl.org/twc/HHEAR_00014,,,,
Unit,,milliliter per kilogram,ml/kg,EXTERNAL,UO,http://purl.obolibrary.org/obo/UO_0000198,,,,
Unit,,megavolt,MV,EXTERNAL,UO,http://purl.obolibrary.org/obo/UO_0000252,https://en.wikipedia.org/wiki/Megavolt,Wikipedia,,
Unit,,watt per meter kelvin,W/mK,EXTERNAL,UO,http://purl.obolibrary.org/obo/UO_0000265,,,,
Unit,,kelvin,K,EXTERNAL,UO,http://purl.obolibrary.org/obo/UO_0000012,https://en.wikipedia.org/wiki/Kelvin,Wikipedia,,
Unit,,picogram,pg,EXTERNAL,UO,http://purl.obolibrary.org/obo/UO_0000025,https://en.wikipedia.org/wiki/Orders_of_magnitude_(mass),Wikipedia,,
Unit,,microampere,µA,EXTERNAL,UO,http://purl.obolibrary.org/obo/UO_0000038,https://en.wikipedia.org/wiki/Ampere,Wikipedia,,
Unit,,terabyte,TB,EXTERNAL,UO,http://purl.obolibrary.org/obo/UO_0000332,https://en.wikipedia.org/wiki/Byte,Wikipedia,,
Unit,,lumen,lm,EXTERNAL,UO,http://purl.obolibrary.org/obo/UO_0000118,https://en.wikipedia.org/wiki/Lumen,Wikipedia,,
Unit,,milligram per liter,mg/L,EXTERNAL,UO,http://purl.obolibrary.org/obo/UO_0000273,,,,
Unit,,picometer,pm,EXTERNAL,UO,http://purl.obolibrary.org/obo/UO_0000020,https://en.wikipedia.org/wiki/Picometre,Wikipedia,,
Unit,,cubic decimeter,dm3,EXTERNAL,UO,http://purl.obolibrary.org/obo/UO_0000100,https://en.wikipedia.org/wiki/Litre,Wikipedia,,
Unit,,microsievert,µSv,EXTERNAL,UO,http://purl.obolibrary.org/obo/UO_0000139,https://en.wikipedia.org/wiki/Sievert,Wikipedia,,
Unit,,count per nanomolar second,1/nMs,EXTERNAL,UO,http://purl.obolibrary.org/obo/UO_0000281,,,,
Unit,,milliliter per cubic meter,ml/m3,EXTERNAL,UO,http://purl.obolibrary.org/obo/UO_0000206,,,,
Unit,,nanomole,nmol,EXTERNAL,UO,http://purl.obolibrary.org/obo/UO_0000041,https://en.wikipedia.org/wiki/Mole_(unit),Wikipedia,,
Unit,,area density unit,adu,EXTERNAL,UO,http://purl.obolibrary.org/obo/UO_0000054,,,,
Unit,,Gray,Gy,EXTERNAL,UO,http://purl.obolibrary.org/obo/UO_0000134,https://en.wikipedia.org/wiki/Grey,Wikipedia,,
Unit,,disintegrations per minute,dpm,EXTERNAL,UO,http://purl.obolibrary.org/obo/UO_0000147,https://en.wikipedia.org/wiki/Counts_per_minute,Wikipedia,,
Unit,,cells per milliliter,cells per ml,EXTERNAL,UO,http://purl.obolibrary.org/obo/UO_0000201,,,,
Unit,,magnetic flux density unit,MFDU,EXTERNAL,UO,http://purl.obolibrary.org/obo/UO_0000227,,,,
Unit,,molar,M,EXTERNAL,UO,http://purl.obolibrary.org/obo/UO_0000062,https://en.wikipedia.org/wiki/Molar,Wikipedia,,
Unit,,normal,Norm,EXTERNAL,UO,http://purl.obolibrary.org/obo/UO_0000075,https://en.wikipedia.org/wiki/Normal,Wikipedia,,
Unit,,gram per mole,g/mol,EXTERNAL,UO,http://purl.obolibrary.org/obo/UO_0000088,,,,
,,ad libitum feed delivered,amount of feed delivered during a day which corresponds to the feed intake (ATOL:0000772) of the animal in unrestricted feed condition,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001740,,,,
,,air acetic acid content,any measurable characteristic related to the content of acetic acid (CHEBI:15366) in air,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001800,,,,
,,air alcohol content,any measurable characteristic related to the content of alcohol (CHEBI:30879) in air,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001793,,,,
,,air amine content,any measurable characteristic related to the content of amine (CHEBI:32952) in air,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001798,,,,
,,air ammonia content,any measurable characteristic related to the content of ammonia (CHEBI:16134) in air,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001777,,,,
,,air carbon dioxyde content,any measurable or observable characteristic related to the content of carbon dioxide (CHEBI:16526) in air,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000218,,,,
,,air carbon monoxide content,any measurable characteristic related to the content of carbon monoxide (CHEBI:17245) in air,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001792,,,,
,,air chemical parameter,any measurable or observable characteristic related to chemical parameters of air,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000184,,,,
,,air daily temperature fluctuation,any measurable characteristic related to the fluctuation of temperature that may take on air on a day,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000182,,,,
,,air density,mass per unit volume of air,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001778,https://en.wikipedia.org/wiki/Density_of_air,Wikipedia,,
,,air dew temperature,the water vapor in a volume of humid air at a constant barometric pressure will condense into liquid water at the same rate at which it evaporates,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001779,,,air dew point,
,,air dinitrogen content,any measurable or observable characteristic related to the content of dinitrogen gas (CHEBI:17997) in air,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000217,,,,
,,air dioxin content,any measurable characteristic related to the content of dibenzodioxine (CHEBI:23825) in air,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000240,,,air dibenzodioxine content,
,,air enthalpy,any characteristic related to the measure of the total energy of a thermodynamic air system,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001801,,,,
,,air flow rate,any measurable or observable characteristic related to the mechanical system or equipment used to circulate air or to replace stale air with fresh air,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001780,,,ventilation,
,,air flow type,any measurable or observable characteristic related to describe the type of air flow,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001781,,,,
,,air fluctuation temperature,any measurable characteristic related to the fluctuation of temperature that may take on air,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000180,,,,
,,air gaz composition, ,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000213,,,,
,,air horizontal flow,the amount of air flowing horizontally per unit of time,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001787,,,,
,,air hourly temperature fluctuation,any measurable characteristic related to the fluctuation of temperature that may take on air on an hour,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001802,,,,
,,air hydrogen sulfide content,any measurable characteristic related to the content of hydrogen sulfide (CHEBI:16136) in air,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001791,,,air H2S content,
,,air inlet flow,the amount of air flowing per unit of time at the inlet of the structure,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001783,,,air influx,
,,air laminar flow,the flow of air in parallel layers with no disruption between the layers,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001785,,,,
,,air methane content,any measurable characteristic related to the content of methane (CHEBI:16183) in air,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000238,,,,
,,air methanol content,any measurable characteristic related to the content of methanol (CHEBI:17790) in air,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001794,,,,
,,air moisture content,any measurable or observable characteristic related to the content of water (CHEBI:15377) in air,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000212,,,air hygrometry,
,,air movement,any measurable or observable characteristic related to the air movement,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000233,https://en.wikipedia.org/wiki/Fluid_dynamics,Wikipedia,,
,,air nitrogen content,any measurable characteristic related to the content of nitrogen (CHEBI:25555) in air,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001797,,,,
,,air nitrogen oxide content,any measurable characteristic related to the content of nitrogen oxide (CHEBI:35196) in air,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001799,,,air NOX content,
,,air nitrous oxide content,any measurable characteristic related to the content of dinitrogen oxide (CHEBI:17045) in air,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000239,,,air dinitrogen oxide content,
,,air organic volatile compound,any measurable characteristic related to the content of organic volatile compound in air,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001796,,,air VOCs,
,,air outlet flow,the amount of air flowing per unit of time at the outlet of the structure,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001784,,,air efflux,
,,air oxygen content,any measurable or observable characteristic related to the content of oxygen (CHEBI:25805) in air,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000216,,,,
,,air particle content,any measurable characteristic related to the content of fine solid or liquid particles carried by the air,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000241,,,,
,,air physical parameter,any measurable or observable characteristic related to physical parameters of air,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000177,,,,
,,"air PM 0,1 content","any measurable characteristic related to the content of particulate matter with a diameter less than 0,1 mm and carried by the air",EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001876,,,1 contet,
,,air PM 10 content,any measurable characteristic related to the content of particulate matter with a diameter less than 10 mm and carried by the air,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001874,,,air particulate matter 10 contet,
,,"air PM 2,5 content","any measurable characteristic related to the content of particulate matter with a diameter less than 2,5 mm and carried by the air",EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001875,,,5 contet,
,,air pollutant,"any measurable or observable characteristic related to the introduction of chemicals, particulate matter, or biological materials that cause harm or discomfort to animal for livestock",EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000215,https://en.wikipedia.org/wiki/Air_pollution,Wikipedia,,
,,air pressure,any measurable characteristic related to the force per unit of air applied in a direction perpendicular to the surface of an object,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000009,https://en.wikipedia.org/wiki/Atmospheric_pressure,Wikipedia,atmospheric pressure ,
,,air propanol content,any measurable characteristic related to the content of propanol in air,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001795,,,,
,,air rearing environment, any measurable or observable characteristic related to rearing environment of air,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000008,,,,
,,air seasonnality temperature fluctuation,any measurable characteristic related to the fluctuation of temperature that may take on air on a season,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000183,,,,
,,air temperature maximum value,any measurable characteristic related to the maximum value of temperature that may take on air,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000244,,,,
,,air temperature mean value,any measurable characteristic related to the mean value of temperature that may take on air,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000219,,,,
,,air temperature minimum value,any measurable characteristic related to the minimum value of temperature that may take on air,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000243,,,,
,,air temperature parameter,any measurable characteristic related to the temperature that may take on air,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000178,,,,
,,air temperature value, any measurable characteristic related to the value of temperature that may take on air,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000179,,,,
,,air turbulent flow,the air flow regime characterized by chaotic and stochastic property changes,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001786,,,,
,,air verticale flow,the amount of airer flowing vertically per unit of time,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001788,,,,
,,animal biomass,total mass of animals in a rearing unit,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000334,,,total biomass,
,,animal biomass density,mass of animals per area or volume,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000043,,,biomass density,
,,animal density,total number of animals in a rearing unit,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000333,,,stocking density,
,,animal elevated plateform $$,,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001926,,,,
,,animal toys $$,,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001925,,,,
,,aquaculture cage,"an aquaculture production structure made of a floating frame, grill or net materials and mooring system (with mooring rope, buoy, and anchor) and can be installed in reservoir, river, lake or sea",EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000282,,,aquaculture netcage,
,,aquaculture circular tank,a tank with circular shape using for rearing aquatic animals,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001532,,,,
,,aquaculture enclosure,fixed structure in which the bottom is the bed of the water body,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001579,,,,
,,aquaculture incubator,aquaculture structure for incubating and hatching of eggs until larvae are produced,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001527,,,egg incubator,
,,aquaculture raceway,"rectangular or trapezoidal structure through which flows a water current from one end (supply) to the other (evacuation), using for rearing aquatic animals",EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000340,,,raceway,
,,aquaculture rearing structure physical dimension,any measurable or observable characteristic related to the physical dimension of structure containing water for rearing aquatic organisms,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000304,,,,
,,aquaculture rectangular tank,a tank with rectangular shape using for rearing aquatic animals,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001531,,,,
,,aquaculture structure base area,the number of square units that covers the base of an aquaculture structure,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000294,,,,
,,aquaculture structure bottom angle,the figure formed by two rays sharing a common endpoint at the bottom of the aquaculture structure,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000292,,,,
,,aquaculture structure diameter,line segment that passes through the center of a circle with both its endpoints lying on the circle of an aquaculture structure,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000291,,,,
,,aquaculture structure height,the vertical distance from top to bottom of an aquaculture structure,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000287,,,,
,,aquaculture structure length,the linear extent or measurement from end to end of an aquaculture structure,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000290,,,,
,,aquaculture structure radius,the line from the center of a circle to a point on its circumference of an aquaculture structure,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000293,,,,
,,aquaculture structure shape,"precise geometric characteristic used to define the shape of the structure (e.g. octogonal, square, round, ..)",EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000298,,,,
,,aquaculture structure total height,the total vertical distance from top to bottom of an aquaculture structure,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000288,,,,
,,aquaculture structure total volume,any characteristic used to define the total amount of 3D space of the aquatic rearing structure,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000295,,,,
,,aquaculture structure volume,any characteristic used to define the 3D space of the aquatic rearing structure,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000297,,,,
,,aquaculture structure water height,the vertical distance from top to bottom of water of an aquaculture structure,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000289,,,,
,,aquaculture structure water volume,any characteristic used to define the amount of 3D space occupied by the water in aquatic rearing structure,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000296,,,,
,,aquaculture structure width,the distance from side to side of an aquaculture structure,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000286,,,,
,,aquaculture tank,"artificial structure of various shapes and dimensions designed to contain water for rearing, generally movable and made of different materials, can be transparent (aquarium) or not (fiberglass tank,...)",EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000283,,,rearing tank,
,,aquaponic system,production system that combines a traditional aquaculture with hydroponics (use the water of aquaculture system to cultivate plants) in the same production unit,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001520,,,,
,,aquatic farming system,any characteristic related to the general description of farming systems for aquaculture,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000046,,,aquaculture system,
,,aquatic indoor system ,structure d'elevage dans un batiment,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001910,,,,
,,aquatic managment system ,,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001912,,,,
,,aquatic outdoor system ,structure d'elevage en dehors d'un batiment,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001911,,,,
,,aquatic rearing stage unit,any characteristic of aquatic unit of production related to a specific life stage rearing,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001713,,,,
,,aquatic rearing structure,any characteristic related to the aquaculture structure used to keep fish in a closed system,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000281,,,,
,,aquatic water management system,any characteristic of the water flow management in the aquaculture system,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001569,,,,
,,artificial light,"Artificial lighting is any lighting that is not sunlight.Generally speaking, artificial lighting is lighting which is man made, such as fluorescent, tungsten, mercury vapor, sodium vapor, halogen, compact fluorescent, et cetera. It can be turned on and of",EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001660,https://en.wikipedia.org/wiki/Lighting,Wikipedia,,
,,artificial photoperiod $$,,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001913,,,controlled light regime,
,,artificial stream,"simulation of freshwater river environment with gravel, rocks, wood debris, a natural food supply and water of natural stream for facilitating nuptial behaviour and reproduction of salmonids",EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001530,,,experimental stream,
,,automatic feeding,"method of feeding where the rationing of the feed is done automatically and based on weighing the exact amounts or can be computer controlled, mixing according to the feeding plan",EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001741,,,EFS,
,,automatic water delivery,method of water delivery where the rationing of the water is done automatically ,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001729,,,drinker,
,,average biomass density,mass of animals in a rearing unit per area or volume,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000270,,,,
,,average density $$,,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001916,,,average animal density,
,,aviary system,"housing space is subdivided into different functional areas: feeding and drinking, sleeping and resting, scratch area, egg laying area. The birds can use several house levels.",EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000325,,,perchery system,
,,B9 vitamin content,"any measurable characteristic related to the concentration of the folic acid (CHEBI:27470, C19H19N7O6 (isomeres)) in food",EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000072,,,B9 vitamin content of food,
,,bare ground,floor is uncover,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001838,,,,
,,barn,"a farm building used for housing livestock, storing machinery or crops etc",EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001898,https://en.wikipedia.org/wiki/Barn,Wikipedia,shed,
,,barn rearing system,large closed housing system without partitions and in which animal are allowed to move freely,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000306,,,shed farming system,
,,battery cage system,closed housing system including building construction and cage design and placement. The cages can be assembled together.,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001620,,,cage system,
,,bedding,"ground cover material can be wood shavings, chopped straw or hay, rice husks, groundnut shells, shredded paper or other materials",EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001601,https://en.wikipedia.org/wiki/Bedding,Wikipedia,litter,
,,bedding floor,"floor is covered with bedding material (wood shavings, chopped straw or hay, rice husks, groundnut shells, shredded paper or other materials), which absorbs moisture from the manure.",EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001626,,,litter,
,,biome support,"any characteristic related to the type of water or terrestrial ecosystem, climatically and geographically defined as similar on the Earth, in which the farming system is present (see link ENVO:00000428: biome)",EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001588,,,ecosystem support,
,,bird perch $$,,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001922,,,,
,,bottom light intensity,any measurable characteristic related to the light intensity at the bottom of an area,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000335,,,,
,,broodstock production unit,unit dedicated to the production of mature animal to produce semen or reproducer (animal could come from the natural environment or produced in a farm),EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001717,,,reproducer production unit,
,,bucket,this drinker is the simplest drinkers: a container with water. The height should be 12 to 15 cm.,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001669,https://en.wikipedia.org/wiki/Bucket,Wikipedia,,
,,cage aquatic system,"raising fish in a submerged or floating netcage in water (lake, sea, ...)",EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001509,,,pen aquaculture system,
,,cage battery design,"design of cages organized in 3D space, arranged in several levels to optimize the use of space",EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001656,,,,
,,cage flatdeck design,design of cage including only one tier and this means only a small number of animals per unit of house floor area,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001615,,,flat deck design,
