NODE,SUB_NODE,term,description,term_source,source_ref,  source_url,knowledge_links_URL,knowledge_links_Label,Synonyme,Synonyme_2
,,muscle connective tissue composition,any measurable characteristics of the quantity of the different component in the muscle connective tissue,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000038,,,,
,,muscle connective tissue development trait,any measurable or observable characteristic related to embryonic and fÅ“tal formation or differentiation of the intramuscular connective tissue,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001641,,,,
,,muscle connective tissue enzymatic activity,any measurable or observable enzymatic activity of the framework of the muscle connective tissue,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000037,,,,
,,muscle connective tissue morphology,"any measurable or observable characteristic related to the shape, structure, color, or pattern of the physical or functional supporting tissue of the muscle, a major constituent of which is an extracellular matrix of ground substance, protein fibers, and ",EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000349,,,,
,,muscle connective tissue morphology at the cellular level,any measurable or observable cellular characteristic of the framework of the muscle connective tissue,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000033,,,INRA:PHASE',
,,muscle connective tissue morphology at the ultrastructural level,any measurable or observable ultrastructural characteristic of the framework of the muscle connective tissue,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000034,,,,
,,muscle connective tissue physiology at the molecular level,any measurable or observable molecular characteristic of the framework of the connective tissue,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000036,,,,
,,muscle connective tissue trait,any measurable or observable characteristic related to the physical or functional supporting tissue of the muscle,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000086,,,,
,,muscle cytochrome c oxidase activity,any measurable characteristic related to the muscle activity level of cytochrome c (CHEBI:18070) oxidase as relevant of oxidative pathway,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000113,,,muscle COX activity,
,,muscle fatty acid synthase activity,the activity of fatty acid synthase as relevant for de novo fatty acid synthesis,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000028,,,meat FAS activity,
,,muscle glucokinase activity,any measurable characteristic related to the muscle activity level of the enzyme that  provide glucose 6 phosphate from glucose for the synthesis of glycogen,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001644,,,Hexokinase-D,
,,muscle heat-labile collagen content,any measurable characteristic related to the amount of muscle collagen after heating the sample at 77 degres,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000042,,,,
,,muscle heat-stable collagen content,any measurable characteristic related to the amount of muscle collagen obtained by the difference between total and heat-labile collagen,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000041,,,,
,,muscle isocitrate dehydrogenase activity,any measurable characteristic related to the muscle activity level of isocitrate dehydrogenase as relevant of oxidative pathway,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000114,,,ICDH activity,
,,muscle lactate dehydrogenase activity,any measurable characteristic related to the muscle activity level of lactate dehydrogenase in the muscle as relevant of glycolytic pathway,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000020,,,LDH activity,
,,muscle lipoprotein lipase activity,"any measurable characteristic related to the myofiber level activity of lipoprotein lipase, the rate-limiting enzyme in triacylglycerols-rich lipoprotein catabolism",EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000121,,,LPL activity,
,,muscle malic enzyme activity,the activity of malic enzyme as relevant for de novo fatty acid synthesis,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000029,,,ME activity,
,,muscle mean collagen fiber diameter,any measurable characteristic of the mean diameter of the collagen fiber observed in the muscle connective tissue at the ultrastructural level,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000035,,,,
,,muscle micro-calpain activity,any measurable characteristic related to  the activity of micro-calpain which play a major role in the tenderness development of meat,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000117,,,Âµ-calpain activity,
,,muscle milli-calpain activity,any measurable characteristic related to  the muscle activity of milli-calpain which play a major role in the tenderness development of meat,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000118,,,m-calpain activity,
,,muscle oxidative fibers number,"any measurable characteristic related to the number of myofibers staining positively after revelation of the activity of an oxidative enzyme, such as succinate dehydrogenase, and divided by the number of myofibres counted in selected fields of a muscle cr",EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000105,,,SDH+ fibers %,
,,muscle phosphofructokinase activity,any measurable characteristic related to the muscle activity level of phosphofructokinase as relevant of glycolytic pathway,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000116,,,PFK activity,
,,muscle progenitor cell migration trait,any measurable or observable characteristic related to the movement of cells that will develop into muscle cells out of the somites and/or to the appropriate location in the body,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000449,,,,
,,muscle proteoglycan content,any measure of the quantity of the glycoprotein rich in glycosaminoglycan in the muscle connective tissue (proteoglycan: CHEBI:37396),EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000048,,,,
,,muscle to body weight ratio,weight of all muscles or a specific muscle normalized by the live body weight of the animal,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000130,,,,
,,muscle to carcass weight ratio,weight of all muscle or a specific muscles normalized by the carcass weight of the animal,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000131,,,,
,,muscle yield,any measurable or observable characteristic related to the weight of muscle obtained after processing of a dead body normalized by another body part weight which includes the weighted muscle,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000011,,,fillet yield,
,,muscular system development trait,"any measurable or observable characteristic related to the morphology or physiology of the contractile tissue (including both muscle fibre, and interstitial tissue) that produces movement  and posture during its formation and differentiation",EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000318,,,,
,,muscular system trait,any measurable or observable characteristic of the contractile tissue that produces movement,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000520,,,,
,,myotome development trait,any measurable or observable characteristic related to the morphology or physiology during formation or differentiation of the part of the somite that develops into the skeletal musculature,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000320,,,,
,,myotome morphology trait,"any measurable or observable characteristic related to the shape, structure, color, or pattern of the mesoderm that is derived from the somite and is fated to become the skeletal musculature",EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000494,,,,
,,napole yield,"any measurable characteristic related to the decrease in the weight of a cut of meat after a curing and cooking process, mostly due to to moisture loss",EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001833,,,,
,,nasal movement,"any measurable or observable characteristic related to the motility of the external olfactory organ (nostril, vibrissa, sensory hair, whisker)",EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0002324,,,,
,,nesting behavior,"any measurable or observable characteristic related to the construction of a container, shelter or nest made out of available materials for offsping and to occupying it",EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000876,https://en.wikipedia.org/wiki/Nesting_instinct,wikipedia,nesting behaviour,
,,net energy requirement,"the amount of net energy required for a specific purpose : a weight gain, a milk yield, etc...",EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001601,,,NE requirement,
,,neutrophil phagocytosis,any measurable or observable characteristic related to the ability of neutrophils to internalize particulate matter,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000413,,,,
,,nibbling behavior,any measurable or observable characteristic related to eating food by biting very small pieces of it. ,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000850,,,,
,,nitrogen real degradability,any measurable or observable characteristic related to the aptitude of nitrogen to be degraded in the rumen without kinetics,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001731,,,real degradability of nitrogen,
,,nitrogen requirement,"the amount of nitrogen (CHEBI:29351) required for a specific purpose : a weight gain, a milk yield, etc...",EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001603,,,N requirement,
,,nitrogen theoretical degradability,"any measurable or observable characteristic related to the aptitude of nitrogen to be degraded in the rumen, in kinetics",EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001730,,,theoretical degradability of nitrogen,
,,nociception,any measurable or observable characteristic related to the neural processes of encoding and processing noxious stimuli often leading to withdrawal or protection reflex,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000524,https://en.wikipedia.org/wiki/Nociception,wikipedia,,
,,non return rate,percentage of the animals not seen to return to oestrus after service or AI (artificial insemination) in a defined period after service or AI,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001033,,,,
,,nonfunctional teat number,any measurable characteristic related to the number of nipples incapable of secreting milk in response to suckling by offspring,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001687,,,nonfunctional nipple number,
,,number of abnormal vertebrae,any measurable characteristic related to the number of vertebrae involved in a specific spine deformity,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0002270,,,,
,,number of ovarian follicle growth waves,"Number of wave of follicular growth during a given cycle. A wave of follicular growth consists in the synchronous growth of a cohort of follicles. In mammals, it comprises  the apparition of a dominant follicle and ends when the dominant follicle either b",EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000972,,,,
,,number of type I myofibers,"average number of type I, slow oxidative fibers in a cross-section of muscle",EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001693,,,number of type I muscle fibres,
,,number of type IIa myofibers,"average number of type IIa, fast oxidative fibers in a cross-section of muscle",EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001694,,,number of type IIa muscle fibres,
,,number of type IIb myofibers,"average number of type IIb, fast glycolytic fibers in a cross-section of muscle",EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001669,,,number of type IIb myofibres,
,,number of type IIx myofibers,average number of type IIx fibers in a cross-section of muscle,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000018,,,number of type IIx muscle fibres,
,,nutrient absorption,any measurable or observable characteristics related to the transport of nutrients from gastrointestinal tract to blood or lymphatic system,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000374,,,,
,,nutrient balance,any measurable characteristic related to the balance between nutrient input and nutrient output,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001597,,,balance of nutrient,
,,nutrient efficiency,ratio between the amount of nutrient output on the amount of nutrient supply,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001581,,,efficiency of nutrient,
,,nutrient requirement,"the amount of nutrient required for a specific purpose : a weight gain, a milk yield, etc...",EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001598,,,,
,,nutrition trait,any measurable or observable chararcteristic related to the set of functions by which the animal transforms feeds in nutrients and uses these latter for its maintenance and production,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001530,,,,
,,obesity index,indicator of the fatness of an animal,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001652,,,OI,
,,oesophagus length,the length of the oesophagus,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000553,,,,
,,oesophagus morphology,"any measurable or observable characteristic related to the shape, structure or color of the part of the digestive canal from the pharynx to the entry of the stomach",EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001062,,,morphology of oesophagus,
,,oesophagus weight,any measurable characteristic related to the weight of the oesophagus,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000554,,,,
,,offspring care,"any measurable or observable characteristic related to the ability of a female or male to provide attention, care or help to thefd offspring",EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000889,,,,
,,offspring feeding behavior,"any measurable or observable characteristic related to the behavior of a female or/and male to provide nutritional ressources (milk, vegetal, insect) to young and young to ingest them",EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000879,,,,
,,offspring number,any measurable characteristic related to the number of offspring produced from a single pregnancy (mammals) or ovulation (fish) or nesting (birds),EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001720,,,clutch size,
,,offspring recognition,any measurable or observable characteristic related to the ability of a female to recognize her own offspring,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001712,,,,
,,offspring stillborn number,any measurable characteristic related to the number of offspring that have died before delivery or hatching.,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001535,,,Stillbirth,
,,offspring stimulus,any measurable or observable characteristic related to the production of a sensorial stimulus by offspring towards their mother/father   ,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000887,,,,
,,offspring total number,any measurable or observable characteristic related to the number of offspring born or hatched,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001534,,,,
,,offspring weaned number,any measurable characteristic related to the number of offspring that survive to weaning,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001532,,,,
,,olfactory sensitivity,any measurable or observable characteristic related to ability to perceive a particular smell by the chemoreceptors of the olfactory system,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000787,,,,
,,omasum morphology,"any measurable or observable characteristic related to the shape, structure or color of the third forestomach of ruminants which connects the reticulum to the abomasum",EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000587,,,,
,,omasum volume,the three-dimensional area occupied by the third forestomach of ruminants which connects the reticulum to the abomasum,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000588,,,,
,,omasum weight,any measurable characteristic related to the weight of the omasum,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000589,,,weight of omasum,
,,one peak emission,any measurable or observable characteristic related to qualification of milk curve shape with only one peak emmision (generally with only cisternal milk emission),EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000146,,,,
,,onset of adipocyte differentiation marker,"any measurable or observable characteristic related to the first expression of adipocyte markers like perilipin, adiponectin (GO:0055100, GO:0070162, GO:0033211)",EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0002284,,,,
,,onset of extracellular matrix component expression,"any measurable or observable characteristic related to the first expression of extracellular matrix component (collagens, proteoglycans and others extracellular glycoprotein)",EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0002282,,,,
,,onset of first myoblast generation,any measurable or observable characteristics related to the generation of the first myoblast generation giving rise to the embryonic myotome,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001639,,,,
,,onset of muscle cell determination,any measurable or observable related to the first expression of myf5 and or MyoD and or MRF4,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001636,,,,
,,onset of myogenin expression,any measurable or observable characteristic related to the first myogenin expression,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001637,,,,
,,onset of second myoblast generation,any measurable or observable characteristics related to the generation of the second myoblast generation contributing to the expansion of the embryonic myotome,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001640,,,,
,,onset of skeletal myogenesis trait,any measurable or observable characteristic related to the differentiation of skeletal muscle,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000319,,,,
,,onset of tcf4 and pdgfr(alpha) expression,"any measurable or observable characteristic related to the first tcf4 (GO:0071664, GO:0071665, GO:0070369) and pdgfr(alpha) (GO:0038087, GO:0070718, GO:0070719) expression",EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0002281,,,,
,,oocyte cytoplasmic maturation Â°Â°Â°,"any measurable or observable characteristic related to the events that instill upon the oocyte a capacity to complete nuclear maturation, fertilization, and early embryogenesis and, in mammals, thus provide a foundation for implantation, initiation of pre",EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001809,,,,
,,oocyte diameter, any measurable characteristic related to the diameter of the female germ cell,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0002184,,,diameter of oocyte,
,,oocyte growth,any measurable or observable characteristic related to the change in size of the female germ cell,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0002185,,,,
,,oocyte maturation,any measurable or observable chracteristic related to the process during which oocytes acquire their intrinsic ability to be fertilized and support the subsequent stages of development ultimately reaching activation of the embryonic genome,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001027,https://en.wikipedia.org/wiki/Oogenesis,wikipedia,oocyte maturity,
,,oocyte morphology,"any measurable or observable characteristic related to the shape, structure,or color of the female germ cell",EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000323,,,,
,,oocyte nuclear maturation,"any measurable or observable characteristic related to the oocyte's ability to resume meiotic division up to metaphase II. Nuclear maturation consists of breakdown of the germinal vesicle (GVBD), chromosome condensation, assembly of the meiotic spindle, a",EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001808,,,,
,,oocyte number,any measurable characteristic related to the number of germ cells of the female,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000528,,,,
,,oocyte yield,number of oocyte produced in relation to body weight over a laying period,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001723,,,fecundity,
,,oogenesis,characteristic related to the formation of female germ cells,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000393,https://en.wikipedia.org/wiki/Oogenesis,wikipedia,,
,,opercular deformities,"any observable deformity, dysmorphism, or dysmorphic feature corresponding to a major difference in the shape of opercular compared to its average shape",EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0002268,,,opercular deformation,
,,oral-based redirected investigative behavior,"any measurable or observable characteristic related to an oral (mouth, toung, beak) activity directed away from the primary target and towards another, less appropriate receptor ",EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000848,,,oral-based redirected investigative behaviour,
,,organÂ°Â°Â°,any measurable or observable characteristic related to the organs involved in the egg formation,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001855,,,,
,,other LBP-BPI related proteins trait,"any measurable or observable characteristic related to additional eggshell matrix proteins related to lipopolysaccharide, plunc superfamily proteins with antimicrobial properties",EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001924,,,,
,,other minor egg white proteins trait,any measurable or observable characteristic related to additional egg white proteins present in the eggshell,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001910,,,,
,,outer perivitelline membrane morphology,"any measurable or observable characteristic related to the shape, structure, or color of outer part of the vitelline membrane that is secreted in the infundibulum after ovulation and fertilization.",EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000976,,,Outer perivitelline layer,
,,ovalbumin trait,any measurable or observable characteristic related to ovalbumin as a major egg white protein also present in the eggshell,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001906,,,,
,,ovarian follicle morphology,"any measurable or observable characteristic related to the shape, structure, or color of the ovarian structure containing an oocyte",EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000327,,,,
,,ovarian follicle size,any measurable characteristic related to physical dimension of size of the cell aggregations in the ovary that contain single oocyte,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000970,,,,
,,ovarian folliculogenesis,any measurable or observable characteristic related to the formation of the ovarian structure containing an oocyte ,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000326,,,,
,,ovarian secretion,any measurable characteristic related to the release of hormones from ovarian tissue,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000438,,,,
,,ovary cell number,any characteristic related to the number of cells in the ovary,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000510,,,,
,,ovary development,any measurable or observable characteristic related to the onset of development of the female fetal reproductive gland after sexual differentiation ,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000476,,,,
,,ovary diameter,diameter of the female reproductive gland containing the germ cells,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000963,,,,
,,ovary morphology,"any measurable or observable characteristic related to the shape, structure, or color of the female reproductive gland containing the germ cells",EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000324,,,,
,,ovary physiology,any measurable characteristic related to the function of or processes in the female gonad,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000460,,,,
,,ovary size,any mesurable characteristic related to the physical dimensions of the female reproductive gland containing the germ cells,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000325,,,size of the ovary,
,,ovary trait,any measurable or observable characteristic related to the follicle deposition on the ovary,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001857,,,,
,,ovary weight,weight of the female reproductive gland containing the germ cells,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001676,,,weight of the ovary,
,,overmilking,any measurable or observable characteristic related to time between end of milk flow / lower threshold of milk flow before cluster removal and teat cup removal.,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000147,,,,
,,oviduct environment,any measurable or observable characteristic related to the ability of the oviduct to support sperm transport and egg viability,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001030,,,,
,,oviduct length,"length of the tube through which the ovulated oocyte pass to the uterus (mammals) or to the outside (fish, birds)",EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000964,,,,
,,oviduct morphology,"any measurable or observable characteristic related to the shape, structure, color, or pattern of the tube through which the ovulated oocyte pass to the uterus (mammals) or to the outside (fish, birds)",EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000474,,,,
,,oviduct size,"characteristic related to the physical dimensions of the tube through which the ovulated oocyte pass to the uterus (mammals) or to the outside (fish, birds)",EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000475,,,,
,,oviduct trait,any measurable or observable characteristic related to the oviduct tissues responsible for the deposition of the egg components (except egg yolk),EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001858,,,,
,,oviduct transport,ability of the oviduct to support sperm migration towards the ampullae by contractile movements,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001031,,,,
,,oviductal sperm reservoir,"any measurable or observable characteristic related to the retention of sperm in the caudal isthmus by binding to the ciliated epithelial cells lining the duct This retention may serve a number of functions: first, the maintenance of the sperm fertilizing",EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001815,,,oviduct sperm reservoir,
,,ovocalyxin trait,any measurable or observable characteristic related to ovocalyxins proteins unique of the eggshell and involved in the fabric and protection of the shell,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001915,,,,
,,ovocalyxin-21 trait,any measurable or observable characteristic related to 21 kDa ovocalyxin protein unique of the eggshell potentially related to chaperonne proteins potentially involved in the regulation of the fabric of the shell,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001919,,,,
,,ovocalyxin-25 trait,any measurable or observable characteristic related to 25 kDa ovocalyxin protein unique of the eggshell related to protease inhibitors family proteins potentially involved in the fabric and antimicrobial properties,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001918,,,,
,,ovocalyxin-32 trait,any measurable or observable characteristic related to 32 kDa ovocalyxin protein unique of the eggshell related to carboxypeptidase proteins potentially involved in the fabric and with antimicrobial properties,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001917,,,,
,,ovocalyxin-36 trait,"any measurable or observable characteristic related to 36 kDa ovocalyxin protein unique of the eggshell related to lipopolysaccharide, plunc superfamily proteins and potentially involved in the fabric and protection of the shell",EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001916,,,,
,,ovocleidin trait,any measurable or observable characteristic related to ovocleidins proteins unique of the eggshell and involved in the fabric of the shell,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001912,,,,
,,ovocleidin-116 trait,any measurable or observable characteristic related to 116 kDa ovocleidin protein unique of the eggshell and involved in the fabric of the shell,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001913,,,,
,,ovocleidin-17 trait,any measurable or observable characteristic related to 17 kDa ovocleidin protein unique of the eggshell and involved in the fabric of the shell,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001914,,,,
,,ovoinhibitor trait,any measurable or observable characteristic related to ovoinhibitor as a major egg white protein involved in the eggshell matrix as an antiproteases and potential antimicrobial agent,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001909,,,,
,,ovotransferrin trait,any measurable or observable characteristic related to ovotransferrin as a major egg white protein involved in the eggshell matrix as an antimicrobial and mineralising agent,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001908,,,,
,,ovulation,"any measurable or observable characteristic related to the release of an oocyte from a rupturing follicle, normally regulated by a surge in luteinizing hormone",EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000392,https://en.wikipedia.org/wiki/Ovulation,wikipedia,,
,,ovulation rate,number of ruptured preovulatory follicle within a given ovarian cycle,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000973,,,,
,,oxidative myofiber area,any measurable characteristic of the area of slow and oxidative fibers calculated in selected fields of a muscle cross-section and based on a combination of succinate dehydrogenase staining and myofibrillar ATPase revelation procedure,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000110,,,oxidative myofibre area,
,,oxidative myofiber percentage,any measurable characteristic related to the percentage of slow and oxidative fibers calculated in selected fields of a muscle cross-section and based on a combination of succinate dehydrogenase staining and myofibrillar ATPase revelation procedure,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000107,,,SO fibres percentage,
,,oxido-glycolytic myofiber area,any measurable characteristic of the area of fast and oxydo-glycolytic oxidative fibers calculated in selected fields of a muscle cross-section and based on a combination of succinate dehydrogenase staining and myofibrillar ATPase revelation procedure,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000111,,,oxido-glycolytic muscle fiber area,
,,oxido-glycolytic myofiber percentage,any measurable characteristic related to the percentage of fast and oxydo-glycolytic fibers calculated in selected fields of a muscle cross-section and based on a combination of succinate dehydrogenase staining and myofibrillar ATPase revelation procedure,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000108,,,FOG fibers %,
,,oxytocin level,any measurable or observable characteristic related to the proportion or amount in a body fluid of ocytocin secreted by the posterior pituitary gland,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000881,,,ocytocin level,
,,pain responses ,"any measurable or observable characteristic related to unpleasant sensation and emotion usually localized on the body surface or in any organ resulting from noxious stimulation, injury or disease ",EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000863,,,,
,,pancreas morphology,"any measurable or observable characteristic related to the shape, structure or color of the organ that secretes pancreatic juice in the intestine and secretes glucagon and insulin into the bloodstream",EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000397,,,morphology of the pancreas,
,,pancreas relative weight,ratio of weight of pancreas to fasted body weight,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0001122,,,relative weight of pancreas,
,,pancreas weight,the weight of the pancreas,EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000557,,,weight of pancreas,
,,panting,"any measurable or observable characteristic related to the ability of increasing breathing by polypnea or hyperpnea performed with open mouth and distinct thoracic movements, to increase O2-CO2 exchanges and/or to increase evaporative heat loss.",EXTERNAL,ATOL,http://opendata.inra.fr/ATOL/ATOL_0000832,https://en.wikipedia.org/wiki/Panting,wikipedia,,
